contract_id,label,text
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Non-Transferable License,"Subject to the terms and conditions of this Agreement, Commerce One hereby grants to Corio a fee-bearing, perpetual and irrevocable, nonexclusive, nontransferable (except in accordance with Section 14.1 of this Agreement), right and license in the Territory to (i) reproduce the Software in machine executable object code format only for installation on the Corio Servers; (ii) install multiple copies of the Software on Corio's Servers which will be made remotely accessible to Corio's Customers for their subsequent use, (iii) permit limited access to and use of the Software and MarketSite.net Service by Customers through Corio Servers; (iv) sublicense an unlimited number of Customers to access and use the Software and MarketSite.net Service only through the installation on Corio servers; and (v) use Commerce One's tools and utilities, subject to any restrictions placed on the Commerce One by third party software providers, to modify and manage the Software."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Non-Transferable License,"Subject to the terms and conditions of this Agreement, Commerce One hereby grants to Corio a nonexclusive, nontransferable (except in accordance with Section 14.1 of this Agreement), right and license in the Territory to sell and distribute such software licenses to Customers pursuant to this Section 2.4."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Unlimited/All-You-Can-Eat-License,"Subject to the terms and conditions of this Agreement, Commerce One hereby grants to Corio a fee-bearing, perpetual and irrevocable, nonexclusive, nontransferable (except in accordance with Section 14.1 of this Agreement), right and license in the Territory to"
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Unlimited/All-You-Can-Eat-License,(iv) sublicense an unlimited number of Customers to access and use the Software and MarketSite.net Service only through the installation on Corio servers;
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Irrevocable Or Perpetual License,"Subject to the terms and conditions of this Agreement, Commerce One hereby grants to Corio a fee-bearing, perpetual and irrevocable, nonexclusive, nontransferable (except in accordance with Section 14.1 of this Agreement), right and license in the Territory to (i) reproduce the Software in machine executable object code format only for installation on the Corio Servers; (ii) install multiple copies of the Software on Corio's Servers which will be made remotely accessible to Corio's Customers for their subsequent use, (iii) permit limited access to and use of the Software and MarketSite.net Service by Customers through Corio Servers; (iv) sublicense an unlimited number of Customers to access and use the Software and MarketSite.net Service only through the installation on Corio servers; and (v) use Commerce One's tools and utilities, subject to any restrictions placed on the Commerce One by third party software providers, to modify and manage the Software."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Irrevocable Or Perpetual License,"Subject to the terms and conditions of this Agreement, Commerce One grants to Corio a nonexclusive, nontransferable (except in accordance with Section 14.1 of this Agreement), royalty-free, fully paid up, perpetual right and license in the Territory to reproduce, install and use additional copies of the Software and Software tools and utilities, subject to any restrictions placed on the Commerce One by third party software providers, in machine executable object code for (i) Corio's internal business operations and (ii) production, testing, development, upgrade, reporting and training."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Source Code Escrow,"Within sixty (60) days of the Effective Date, Commerce One agrees to execute an escrow agreement by and among Corio, Commerce One and a mutually acceptable escrow agent (the ""ESCROW AGENT"")."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Source Code Escrow,"Upon the release of the Source Code to Corio pursuant to Section 12.2 of this Agreement, Corio shall have a royalty-free, nonexclusive, nontransferable, right and license in the Territory to use and modify the Source Code to support and maintain the Software until the expiration or termination of Corio's Customers' End User License Agreements."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Source Code Escrow,"escrow account in California a copy of the source code of the Software including all Updates and Upgrades thereto, documentation and similar materials (the SOURCE CODE)."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Source Code Escrow,"Corio shall bear all fees, expenses and other charges to open and maintain such escrow account."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Source Code Escrow,The Escrow Agent shall require Commerce One to place in an
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Source Code Escrow,"If a Release Condition (as defined in Section 12.2 of this Agreement) occurs and the Escrow Agent provides the Source Code to Corio under the escrow agreement, Corio agrees to hold the Source Code in confidence pursuant to the provisions contained in Section 10 of this Agreement, and not to use them for any purpose other than those purposes contemplated under Section 12.3 of this Agreement."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Source Code Escrow,"Corio shall notify Commerce One in writing if it believes that one of the following events (the ""RELEASE CONDITIONS"") has occurred and that it intends to seek release of the Source Code from the escrow account: (i) Commerce One's dissolution or ceasing to do business in the normal course, or (ii) Commerce One's repeated and material breach of its support and maintenance obligations under Section 5 of this Agreement and such breach is not cured within sixty (60) days of receipt of written notice thereof from Corio. If Commerce One notifies Corio in writing that it disputes whether any such event has occurred, officers of each of the parties shall negotiate for a period of ten (10) business days to attempt to resolve the dispute. At the end of such ten (10) business day period, if the parties have not resolved the dispute, the matter shall be referred to arbitration in the manner provided in Section 14.3 of this Agreement."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Post-Termination Services,"Subject to Corio's payment of the annual support and maintenance fee, Commerce One's support and maintenance obligation of the Software and MarketSite.net Service shall continue after termination or expiration of this Agreement with respect to all Software Users granted access to the Software and MarketSite.net Service prior to termination or expiration of this Agreement."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Audit Rights,"In addition, if any such inspection reveals an underpayment of more than five percent (5%) for the period under audit, Corio shall reimburse Commerce One for the reasonable cost of the examination."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Audit Rights,"Such books and records shall be kept for at least three (3) years following the end of the calendar month to which they pertain, and shall be open for inspection by an independent certified public accountant reasonably acceptable to Corio for the purpose of verifying the amounts payable to Commerce One under this Agreement. Such inspections may be made no more than once each calendar year, at reasonable times and upon reasonable notice."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Uncapped Liability,"EXCEPT FOR LIABILITY ARISING UNDER SECTION 8 OF THIS AGREEMENT, IN NO EVENT SHALL EITHER PARTY'S LIABILITY ARISING OUT OF THIS AGREEMENT OR THE USE OR PERFORMANCE OF THE SOFTWARE EXCEED THE TOTAL AMOUNT ACTUALLY PAID BY CORIO HEREUNDER FOR THE TRANSACTION WHICH THE LIABILITY RELATES TO DURING THE TWELVE (12) MONTHS IMMEDIATELY PRIOR TO THE FILING OF THE CAUSE OF ACTION TO WHICH THE LIABILITY RELATES."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Cap On Liability,The foregoing are Corio's sole and exclusive remedies for breach of product warranty.
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Cap On Liability,"EXCEPT FOR LIABILITY ARISING UNDER SECTION 8 OF THIS AGREEMENT, IN NO EVENT SHALL EITHER PARTY HAVE ANY LIABILITY TO THE OTHER PARTY FOR ANY LOST PROFITS OR COSTS OF PROCUREMENT OF SUBSTITUTE GOODS OR SERVICES, OR FOR ANY INDIRECT, SPECIAL OR CONSEQUENTIAL DAMAGES HOWEVER CAUSED AND UNDER ANY THEORY OF LIABILITY AND WHETHER OR NOT SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE."
